text,labels,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC,clean_text
"Sering banget ada diskon pakaian, mantappp",['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,sering banget ada diskon pakaian mantappp
Matahari kalau lagi tdk ada acara diskon heboh sepi.. dan tdk menarik...,"['PLACE_NEGATIVE', 'PROMOTION_NEUTRAL']",0,0,0,0,0,0,0,1,0,0,0,1,0,matahari kalau lagi tdk ada acara diskon heboh sepi dan tdk menarik
"Paling sering ke Matahari, banyak pilihan, walau di Matahari Hartono ini kurang banyak diskonnya. Tapi lumayan kalau ke Hartono mesti mampir dulu kesini.
Update, tetap menjadi tujuan utama","['PRODUCT_POSITIVE', 'PROMOTION_NEUTRAL']",1,0,0,0,0,0,0,0,0,0,0,1,0,paling sering ke matahari banyak pilihan walau di matahari hartono ini kurang banyak diskonnya tapi lumayan kalau ke hartono mesti mampir dulu kesini update tetap menjadi tujuan utama
"Udah lama bgt ga ke matahari, byk branded baru yg kualitasnya bagus tapi ramah dikantong","['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,udah lama bgt ga ke matahari byk branded baru yg kualitasnya bagus tapi ramah dikantong
Harga naiikkkk semua.. mehooong parah.,['PRICE_NEGATIVE'],0,0,0,0,1,0,0,0,0,0,0,0,0,harga naiikkkk semua mehooong parah
"Rapi, bersih tp kurang lengkap","['PLACE_POSITIVE', 'PRODUCT_NEGATIVE']",0,1,0,0,0,0,1,0,0,0,0,0,0,rapi bersih tp kurang lengkap
"Lengkap, matahari terbesar dijogja kyknya ya","['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,lengkap matahari terbesar dijogja kyknya ya
"Luas, banyak pilihan, banyak diskon","['PLACE_POSITIVE', 'PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,1,0,0,1,0,0,0,luas banyak pilihan banyak diskon
"Bagus bagus, selalu kalau ke Hartono Mall pasti ke Matahari",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,bagus bagus selalu kalau ke hartono mall pasti ke matahari
"Product Seperti matahari yg lainnya, tempat sedikit lebih luas lega untuk belanja, jadi tidak berdesakan","['PLACE_POSITIVE', 'PRODUCT_NEUTRAL']",0,0,1,0,0,0,1,0,0,0,0,0,0,product seperti matahari yg lainnya tempat sedikit lebih luas lega untuk belanja jadi tidak berdesakan
"Kakak² yg jaga baik dan ramah

Casier juga ramah²
Semoga semakin baik lagi",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,kakak yg jaga baik dan ramah casier juga ramah semoga semakin baik lagi
"Lengkap, harga relatip murah dibanding store lain","['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,lengkap harga relatip murah dibanding store lain
"Dengan lahan seluas itu tidak ada tempat duduk. Capek woi,..",['PLACE_NEGATIVE'],0,0,0,0,0,0,0,1,0,0,0,0,0,dengan lahan seluas itu tidak ada tempat duduk capek woi
"Senang banget kalau banyak diskon, tempatnya juga luas. Puas deh buat jalan jalan kesini. Hanya beberapa petugasnya kurang tanggap pelayanannya. Kemarin pas ambil di bagian nevada enggak ada orang dong. Sampai panggil panggil enggak ada yg denger.","['PLACE_POSITIVE', 'OUT_OF_TOPIC', 'PROMOTION_POSITIVE']",0,0,0,0,0,0,1,0,0,1,0,0,1,senang banget kalau banyak diskon tempatnya juga luas puas deh buat jalan jalan kesini hanya beberapa petugasnya kurang tanggap pelayanannya kemarin pas ambil di bagian nevada enggak ada orang dong sampai panggil panggil enggak ada yg denger
Suka aja belanja di sini,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,suka aja belanja di sini
Banyak pilihan. Beberapa ada yg berdiskon. Storenya besar.,"['PRODUCT_POSITIVE', 'PLACE_POSITIVE', 'PROMOTION_NEUTRAL']",1,0,0,0,0,0,1,0,0,0,0,1,0,banyak pilihan beberapa ada yg berdiskon storenya besar
"Tempat belanja sepatu. Kalau kesini pasti dapet sepatu. Sebel akuhhh  Kemarin rada sepi, mungkin krn Omicron lagi naik daun","['PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,0,0,0,1,tempat belanja sepatu kalau kesini pasti dapet sepatu sebel akuhhh kemarin rada sepi mungkin krn omicron lagi naik daun
"Tentusaja kalau myari baju sepatu tas dll yg harganya merakyat tapi didalam mall,ya kesini","['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,tentusaja kalau myari baju sepatu tas dll yg harganya merakyat tapi didalam mall ya kesini
"Saya dari dulu emang paling suka belanja di Matahari, pilihannya banyak, harga masih kejangkau.","['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,saya dari dulu emang paling suka belanja di matahari pilihannya banyak harga masih kejangkau
lumayan lengkap dan banyak disc...pelayanan bagus,"['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,1,0,0,1,lumayan lengkap dan banyak disc pelayanan bagus
"Matahari tetaplah matahari ditengah pandemi tetap setia , lengkap banyak pilihan , harga sesuai...selalu favorit, recomended...","['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,matahari tetaplah matahari ditengah pandemi tetap setia lengkap banyak pilihan harga sesuai selalu favorit recomended
Koleksinya lengkap tp sayang diskonnya dikit,"['PRODUCT_POSITIVE', 'PROMOTION_NEGATIVE']",1,0,0,0,0,0,0,0,0,0,1,0,0,koleksinya lengkap tp sayang diskonnya dikit
Banyak promo. Koleksi baju kekinian,"['PROMOTION_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,banyak promo koleksi baju kekinian
"Matahari Store, sedikit berkurang koleksi karena covid. Pelayanan masih bagus, bersih, ramah.","['PRODUCT_NEGATIVE', 'OUT_OF_TOPIC']",0,1,0,0,0,0,0,0,0,0,0,0,1,matahari store sedikit berkurang koleksi karena covid pelayanan masih bagus bersih ramah
Matahari terlengkap ya di matahari hartono mall,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,matahari terlengkap ya di matahari hartono mall
"Banyak opsi pilihan belanja fashion, sangat lengkap dan banyak diskon menarik.
Pembayaran bisa dengan tunai ataupun cashless","['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,1,0,0,1,banyak opsi pilihan belanja fashion sangat lengkap dan banyak diskon menarik pembayaran bisa dengan tunai ataupun cashless
"merk lengkap, bnyk promo, penataan oke, kasir juga gak terlalu panjang antriannya","['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE', 'PLACE_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,1,0,0,1,0,0,1,merk lengkap bnyk promo penataan oke kasir juga gak terlalu panjang antriannya
Nyaman untuk berbelanja sambil jalan jalan,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,nyaman untuk berbelanja sambil jalan jalan
"Quality control setiap produk yg di jual agar lebih di tingkatkan
dan lebih detail meskipun produk dari brand terkenal, beberapakali beli pakaian di matahari sering ada kendala ntah jahitan ada yg lepas atau kancing baju kurang sempurna pemasangan nya, trmkah",['PRODUCT_NEGATIVE'],0,1,0,0,0,0,0,0,0,0,0,0,0,quality control setiap produk yg di jual agar lebih di tingkatkan dan lebih detail meskipun produk dari brand terkenal beberapakali beli pakaian di matahari sering ada kendala ntah jahitan ada yg lepas atau kancing baju kurang sempurna pemasangan nya trmkah
"barang lengkap, macam2 merek dan harga yang terjangkau✨","['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,barang lengkap macam2 merek dan harga yang terjangkau
"AC nya dingin jadi belanja jadi nyaman, tadinya gk niat belanja tapi ada diskon 70% jadinya yaa beli lah 1 potong Chino dari harga 330k cuma jadi 99k, hemat sekali.","['PLACE_POSITIVE', 'PROMOTION_POSITIVE']",0,0,0,0,0,0,1,0,0,1,0,0,0,ac nya dingin jadi belanja jadi nyaman tadinya gk niat belanja tapi ada diskon 70 jadinya yaa beli lah 1 potong chino dari harga 330k cuma jadi 99k hemat sekali
Koleksinya lengkap dan bagus-bagus pastinya,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,koleksinya lengkap dan bagus bagus pastinya
Tempatnya luas barang yang disediakan komplit. Saya nyari sempak disini,"['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,tempatnya luas barang yang disediakan komplit saya nyari sempak disini
"Merupakan matahari terlengkap dan terbesar di Jogja menurut saya.
Barang2nya lebih banyak dan bervariasi dibanding dengan MDS lainnya di Jogja.
Semoga semakin berkembang kedepannya.","['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,merupakan matahari terlengkap dan terbesar di jogja menurut saya barang2nya lebih banyak dan bervariasi dibanding dengan mds lainnya di jogja semoga semakin berkembang kedepannya
banyak pilihan dan banyak diskon,"['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,banyak pilihan dan banyak diskon
Tempat tepat mencari celana ukuran besarrrr,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,tempat tepat mencari celana ukuran besarrrr
"Pasaraya yg terkenal komplit barangnya, itulah sebabnya ramai pengunjungnya. Hati2 prokes tetap dijaga",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,pasaraya yg terkenal komplit barangnya itulah sebabnya ramai pengunjungnya hati2 prokes tetap dijaga
"Tempat belanja yg serba ada mau baju, sepatu, sandal, kosmetik, baju dalam pun banyak dgn berbagai brand ternama",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,tempat belanja yg serba ada mau baju sepatu sandal kosmetik baju dalam pun banyak dgn berbagai brand ternama
"Koleksi lengkap. Beli baju anak, pd suka....",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,koleksi lengkap beli baju anak pd suka
Banyak diskon tapi masih mahal karena harga sudah dinaikan jadi tetap sepi ....,"['PROMOTION_POSITIVE', 'PRICE_NEGATIVE']",0,0,0,0,1,0,0,0,0,1,0,0,0,banyak diskon tapi masih mahal karena harga sudah dinaikan jadi tetap sepi
"Fitting roomnya tutup selama pandemi, jadi ga bisa ngepasin pakaian, akhirnya ga jadi beli","['PLACE_NEGATIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,0,1,0,0,0,0,1,fitting roomnya tutup selama pandemi jadi ga bisa ngepasin pakaian akhirnya ga jadi beli
"Mall terbesar di jogja, hampir segalanya ada, tempat jg nyaman","['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,mall terbesar di jogja hampir segalanya ada tempat jg nyaman
"Tempat belanja yg modern luas dan nyaman,, untuk tempat parkirnya tidak ada petugas yg mengatur..","['PLACE_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,1,0,0,0,0,0,1,tempat belanja yg modern luas dan nyaman untuk tempat parkirnya tidak ada petugas yg mengatur
"Sangat nyaman buat belanja kebutuhan fashion anda dan koleksi cukup lengkap.
Akses ke lokasi mudah, tempat sangat nyaman","['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,sangat nyaman buat belanja kebutuhan fashion anda dan koleksi cukup lengkap akses ke lokasi mudah tempat sangat nyaman
aayik dapat celana jeans ukuran ku.,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,aayik dapat celana jeans ukuran ku
Pakaian dengan jahitan yang tangguh. Awet banget.,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,pakaian dengan jahitan yang tangguh awet banget
Matahari Department store legend semoga tetap bertahan,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,matahari department store legend semoga tetap bertahan
Salah satu departemen store  matahari yang berada di Hartono mall ringroad Utara depok Sleman bagi yang ingin memenuhi kebutuhan fashion bisa berkunjung kesini banyak model dan pilihan nya,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,salah satu departemen store matahari yang berada di hartono mall ringroad utara depok sleman bagi yang ingin memenuhi kebutuhan fashion bisa berkunjung kesini banyak model dan pilihan nya
"Pelayanan lambat sekali, bisa menunggu 30 menit lebih",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,pelayanan lambat sekali bisa menunggu 30 menit lebih
Setelah sekian lama akhirnya ke Matahari lagi,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,setelah sekian lama akhirnya ke matahari lagi
"Tempat favorit belanja di Indonesia, jangan bangkrut ya matahariku.. departemen store dari jaman aku kecil",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,tempat favorit belanja di indonesia jangan bangkrut ya matahariku departemen store dari jaman aku kecil
Bintang lima masih punya ambarukmo plaza,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,bintang lima masih punya ambarukmo plaza
Sangat berbeda dengan matahari mall dgn kota yg lain. Anda kurang berani bikin gebrakan harga.,['PRICE_NEGATIVE'],0,0,0,0,1,0,0,0,0,0,0,0,0,sangat berbeda dengan matahari mall dgn kota yg lain anda kurang berani bikin gebrakan harga
"Matahari disini cukup rame, stocknya juga lengkap","['PRODUCT_POSITIVE', 'PLACE_NEUTRAL']",1,0,0,0,0,0,0,0,1,0,0,0,0,matahari disini cukup rame stocknya juga lengkap
Mall yg lumayan hits di jogja bagian utara deket ring road,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,mall yg lumayan hits di jogja bagian utara deket ring road
"Barang lengkap, hampir semua produk update dibanding store di tempat lain",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,barang lengkap hampir semua produk update dibanding store di tempat lain
Belanja fashion yaa ke Matahari Hartono Mall aja,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,belanja fashion yaa ke matahari hartono mall aja
Akan lebih baik jk pelayanan gercep n ramah.,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,akan lebih baik jk pelayanan gercep n ramah
"Toko Luas dan barang cukup lengkap..
Beberapa merk sepatu dan pakaian yang cuma ada dijual di matahari saja..
Strategi marketing dengan Promo diskon yang banyak dan terus menerus..","['PLACE_POSITIVE', 'PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,1,0,0,1,0,0,0,toko luas dan barang cukup lengkap beberapa merk sepatu dan pakaian yang cuma ada dijual di matahari saja strategi marketing dengan promo diskon yang banyak dan terus menerus
"Langganan merk cole dan nevada, murah dan cucok","['PRICE_POSITIVE', 'PRODUCT_POSITIVE', 'PRODUCT_NEUTRAL']",1,0,1,1,0,0,0,0,0,0,0,0,0,langganan merk cole dan nevada murah dan cucok
Sudah menjalankan protokol new normal,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,sudah menjalankan protokol new normal
Lengkap sekali disini! Banyak diskon,"['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,lengkap sekali disini banyak diskon
Teman tenant dulu d hartono,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,teman tenant dulu d hartono
Mantap untuk belanja di tempat ini.,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,mantap untuk belanja di tempat ini
"Apa apa ada , mantqb",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,apa apa ada mantqb
"Koleksi yg ditawarkan lengkap dan uptodate.
Hanya ada satu lantai.
Pelayanan karyawan juga cukup baik terhadap konsumen.
Promo promo yg ditawarkan pun cukup menarik.
Penataan barangnya pun rapi dan menarik.","['PRODUCT_POSITIVE', 'PLACE_NEUTRAL', 'OUT_OF_TOPIC', 'PROMOTION_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,1,1,0,0,1,koleksi yg ditawarkan lengkap dan uptodate hanya ada satu lantai pelayanan karyawan juga cukup baik terhadap konsumen promo promo yg ditawarkan pun cukup menarik penataan barangnya pun rapi dan menarik
Menyediakan banyak varian baju dengan harga yang bermacam macam,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,menyediakan banyak varian baju dengan harga yang bermacam macam
"Karena tempatnya besar dan dingin,banyak distronya..","['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,karena tempatnya besar dan dingin banyak distronya
Bersih komplit barange harga diskon,"['PLACE_POSITIVE', 'PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,1,0,0,0,0,0,0,bersih komplit barange harga diskon
"Niatnya mau ke uniqlo, tapi kesini saja, karena murah dan modelnya jg banyak.","['PRICE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,niatnya mau ke uniqlo tapi kesini saja karena murah dan modelnya jg banyak
"Sprt matahari store yg lain...
Dr penataan n konsep nya.

Mgkn hrs byk diskon, stok yg sll fresh n sesuatu penyegaran
Nuwun","['PLACE_NEUTRAL', 'PRODUCT_NEGATIVE', 'PROMOTION_NEGATIVE']",0,1,0,0,0,0,0,0,1,0,1,0,0,sprt matahari store yg lain dr penataan n konsep nya mgkn hrs byk diskon stok yg sll fresh n sesuatu penyegaran nuwun
"Bersih , luas , nyaman , lengkap dan ramah","['PLACE_POSITIVE', 'PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,1,0,0,0,0,0,1,bersih luas nyaman lengkap dan ramah
mall terluas dan dengan barang barang yg berkualitas,"['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,mall terluas dan dengan barang barang yg berkualitas
"Spm matahari,hartono mall yang di sepatu cewek peter Keizha malah asik dempel dempelan sama cwok dan ngobrol sendiri. Padahal istri saya udh manggil manggil ttp aja sibuk ngobrol. Tolong tuh benerin bagi manajernya spg cwek peter Keizha pengawasanya juga ketatin! Kecewa saya sama istri saya dengan pelayanannya",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,spm matahari hartono mall yang di sepatu cewek peter keizha malah asik dempel dempelan sama cwok dan ngobrol sendiri padahal istri saya udh manggil manggil ttp aja sibuk ngobrol tolong tuh benerin bagi manajernya spg cwek peter keizha pengawasanya juga ketatin kecewa saya sama istri saya dengan pelayanannya
Suka belanja baju di matahari,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,suka belanja baju di matahari
Matahari yang luas dan memiliki koleksi berbagai barang yang cukup lengkap.,"['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,matahari yang luas dan memiliki koleksi berbagai barang yang cukup lengkap
Ada di salah satu mall terbesar di Jogja membuat Matahari di sini makin banyak banget pilihan produknya. Asik!,"['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,ada di salah satu mall terbesar di jogja membuat matahari di sini makin banyak banget pilihan produknya asik
banyakkk pilihan tapi syaa liat jarang wda diskon,"['PRODUCT_POSITIVE', 'PROMOTION_NEGATIVE']",1,0,0,0,0,0,0,0,0,0,1,0,0,banyakkk pilihan tapi syaa liat jarang wda diskon
Tempat belanja pakaian sejak dulu,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,tempat belanja pakaian sejak dulu
"Dept store mewah di Yokya, sayang madih banyak los yang kosong.",['PRODUCT_NEGATIVE'],0,1,0,0,0,0,0,0,0,0,0,0,0,dept store mewah di yokya sayang madih banyak los yang kosong
Baju nya lbh mahal dr matahari galeria..diskon nya kurang banyak. Tp variasi sepatunya OK,"['PRICE_NEGATIVE', 'PROMOTION_NEGATIVE', 'PRODUCT_POSITIVE']",1,0,0,0,1,0,0,0,0,0,1,0,0,baju nya lbh mahal dr matahari galeria diskon nya kurang banyak tp variasi sepatunya ok
Barang apik tapi keamanan perlu diperhatikan,"['PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,0,0,0,1,barang apik tapi keamanan perlu diperhatikan
Banyak pilihan kaos celana dan baju lainnya. Bahannya bagus,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,banyak pilihan kaos celana dan baju lainnya bahannya bagus
"Belanja di Uniqlo selalu menyenangkan. Kualitas bajunya juara, bahan nyaman dan awet dipakai lama. Koleksi kaos dan jaketnya simpel tapi tetap stylish buat sehari-hari. Penataan toko sangat rapi dan stafnya sigap membantu cari ukuran. Proses di kasir juga cepat meskipun antre. Store favorit di Jogja","['OUT_OF_TOPIC', 'PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,1,belanja di uniqlo selalu menyenangkan kualitas bajunya juara bahan nyaman dan awet dipakai lama koleksi kaos dan jaketnya simpel tapi tetap stylish buat sehari hari penataan toko sangat rapi dan stafnya sigap membantu cari ukuran proses di kasir juga cepat meskipun antre store favorit di jogja
"Koleksinya semakin banyak dan update..
Juga banyak value buy utk barang tertentu..
Dan yg ditunggu koleksi UT nya...
Mantab..","['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,koleksinya semakin banyak dan update juga banyak value buy utk barang tertentu dan yg ditunggu koleksi ut nya mantab
Diskonnya banyak pelayanan juga ramah,"['PROMOTION_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,0,0,0,1,0,0,1,diskonnya banyak pelayanan juga ramah
Kualitas bajunya bagus. Kainnya adem,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,kualitas bajunya bagus kainnya adem
"Parkir: Ga bayar (karena naik GrabCar) 
✅ Interior: Lumayan luas ✨

Salah satu wishlist saya di sini yaitu Br*T*p (sebagai warga yang berdomisili di daerah kepulauan region Sumatra), hanya bisa menatap saja waktu itu secara langsung 

Semoga next time bisa kebeli","['PLACE_POSITIVE', 'PRODUCT_NEUTRAL', 'OUT_OF_TOPIC']",0,0,1,0,0,0,1,0,0,0,0,0,1,parkir ga bayar karena naik grabcar interior lumayan luas salah satu wishlist saya di sini yaitu br t p sebagai warga yang berdomisili di daerah kepulauan region sumatra hanya bisa menatap saja waktu itu secara langsung semoga next time bisa kebeli
pda psen mkanan gk mau turun,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,pda psen mkanan gk mau turun
Kesini buat beli baju anak. Koleksinya bagus².,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,kesini buat beli baju anak koleksinya bagus
"ambil sesuai hanger size M dan S
aku sebelum bayar udah makesure sama kasir 2x yg navy M yg cream S & M

aku makesure, sepertinya masnya ngga cek cuma bilang iya iya mungkinan karna udah mau tutup jam 21.45 dan antrian panjang

sampe rumah aku cek ternyata salah hmmmm",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,ambil sesuai hanger size m dan s aku sebelum bayar udah makesure sama kasir 2x yg navy m yg cream s m aku makesure sepertinya masnya ngga cek cuma bilang iya iya mungkinan karna udah mau tutup jam 21 45 dan antrian panjang sampe rumah aku cek ternyata salah hmmmm
"Koleksinya cakep-cakep. Dunia fashion cukup variatif, baik model, warna maupun ukurannya. Untuk anak muda, memang trendy dan fashionable.  Display menarik n bikin nyaman milih-milihnya.  Karyawan cukup baik membantu kastemer. Nerangin produk maupun mengambilkan koleksi atau ukuran lain. Harga cukup terjangkau. Mantabz !","['PRODUCT_POSITIVE', 'PLACE_POSITIVE', 'OUT_OF_TOPIC', 'PRICE_POSITIVE']",1,0,0,1,0,0,1,0,0,0,0,0,1,koleksinya cakep cakep dunia fashion cukup variatif baik model warna maupun ukurannya untuk anak muda memang trendy dan fashionable display menarik n bikin nyaman milih milihnya karyawan cukup baik membantu kastemer nerangin produk maupun mengambilkan koleksi atau ukuran lain harga cukup terjangkau mantabz
"Harga standar untuk beberapa golongan,menempati area  lantai utama di Hartono mall memudah kan konsumen lansung menuju tempat belanja ini. Dengan bermacam macam jenis kebutuhan sandang dan merk memudahkan untuk memilih dan membanding kan merk merk yang ada. Ditambah dengan berbagai dicont mejadikan belanja makin konsumtip...","['PRICE_NEUTRAL', 'PLACE_POSITIVE', 'PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,1,1,0,0,1,0,0,0,harga standar untuk beberapa golongan menempati area lantai utama di hartono mall memudah kan konsumen lansung menuju tempat belanja ini dengan bermacam macam jenis kebutuhan sandang dan merk memudahkan untuk memilih dan membanding kan merk merk yang ada ditambah dengan berbagai dicont mejadikan belanja makin konsumtip
"Menyediakan berbagai macam fashion pria wanita, mulai dari pakaian, sepatu dan tas. Dan juga peralatan make up",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,menyediakan berbagai macam fashion pria wanita mulai dari pakaian sepatu dan tas dan juga peralatan make up
Besar Dan di deket jalan besar. Aksesnya mudah dijangkau,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,besar dan di deket jalan besar aksesnya mudah dijangkau
Murah dengan barang branded. Diskon optimal dan ragam busana yang sangat banyak,"['PROMOTION_POSITIVE', 'PRICE_POSITIVE']",0,0,0,1,0,0,0,0,0,1,0,0,0,murah dengan barang branded diskon optimal dan ragam busana yang sangat banyak
Maaf ya kasih lumayan..menurutku Penataanya kurang enak.... Enak penataan di gale jcm sama matahari malio...,['PLACE_NEGATIVE'],0,0,0,0,0,0,0,1,0,0,0,0,0,maaf ya kasih lumayan menurutku penataanya kurang enak enak penataan di gale jcm sama matahari malio
"Spm matahari, hartono Mall, counter sepatu wanita, d peter Keizha,, d Tanya size g ada response mw cari, malah sibuk ngerumpi,tolong di perhatikan pelayanan konsumen, kecewa banget, padahal saya langganan matahari, area yogyakarta.saya perhatikan berkali"",yg pelayanan nya kurang dan sering ngerumpi Ya diMatahari Hartono Mall.",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,spm matahari hartono mall counter sepatu wanita d peter keizha d tanya size g ada response mw cari malah sibuk ngerumpi tolong di perhatikan pelayanan konsumen kecewa banget padahal saya langganan matahari area yogyakarta saya perhatikan berkali yg pelayanan nya kurang dan sering ngerumpi ya dimatahari hartono mall
Matahari vs parkson sama aja sih barangnya! So so,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,matahari vs parkson sama aja sih barangnya so so
